,,,,,,,,,,,,,,,,,screen1,screen2,age,sex,education,race,income,health,example_arousal_scale,example_valence_scale,04_a_low_arsl,04_a_low_vln,04_a_full_arsl,04_a_full_vln,04_a_med_arsl,04_a_med_vln,04_h_full_arsl,04_h_full_vln,04_h_low_arsl,04_h_low_vln,04_h_med_arsl,04_h_med_vln,04_s_full_arsl,04_s_full_vln,04_s_low_arsl,04_s_low_vln,04_s_med_arsl,04_s_med_vln,116_a_full_arsl,116_a_full_vln,116_a_low_arsl,116_a_low_vln,116_a_med_arsl,116_a_med_vln,116_h_full_arsl,116_h_full_vln,116_h_low_arsl,116_h_low_vln,116_h_med_arsl,116_h_med_vln,116_s_full_arsl,116_s_full_vln,116_s_low_arsl,116_s_low_vln,116_s_med_arsl,116_s_med_vln,133_a_full_arsl,133_a_full_vln,133_a_low_arsl,133_a_low_vln,133_a_med_arsl,133_a_med_vln,133_h_full_arsl,133_h_full_vln,133_h_low_arsl,133_h_low_vln,133_h_med_arsl,133_h_med_vln,133_s_full_arsl,133_s_full_vln,133_s_low_arsl,133_s_low_vln,133_s_med_arsl,133_s_med_vln,49_a_full_arsl,49_a_full_vln,49_a_low_arsl,49_a_low_vln,49_a_med_arsl,49_a_med_vln,49_h_full_arsl,49_h_full_vln,49_h_low_arsl,49_h_low_vln,49_h_med_arsl,49_h_med_vln,49_s_full_arsl,49_s_full_vln,49_s_low_arsl,49_s_low_vln,49_s_med_arsl,49_s_med_vln,69_a_full_arsl,69_a_full_vln,69_a_low_arsl,69_a_low_vln,69_a_med_arsl,69_a_med_vln,69_h_full_arsl,69_h_full_vln,69_h_low_arsl,69_h_low_vln,69_h_med_arsl,69_h_med_vln,69_s_full_arsl,69_s_full_vln,69_s_low_arsl,69_s_low_vln,69_s_med_arsl,69_s_med_vln,113_a_full_arsl,113_a_full_vln,113_a_low_arsl,113_a_low_vln,113_a_med_arsl,113_a_med_vln,113_h_full_arsl,113_h_full_vln,113_h_low_arsl,113_h_low_vln,113_h_med_arsl,113_h_med_vln,113_s_full_arsl,113_s_full_vln,113_s_low_arsl,113_s_low_vln,113_s_med_arsl,113_s_med_vln,,,,,,
8/31/18 14:11,8/31/18 14:20,IP Address,75.70.179.7,100,567,TRUE,8/31/18 14:20,R_AicR6xCLFnJsxxf,,,,,39.70030212,-104.8414993,anonymous,EN,No,No,30,Female,High School Diploma,Asian,"$140,000-$149,999",4,3,2 - Moderately Positive,5,5 - Slightly Negative,5,5 - Slightly Negative,3,3 - Slightly Positive,2,2 - Moderately Positive,4,3 - Slightly Positive,3,3 - Slightly Positive,4,4 - Neutral,6,6 - Moderately Negative,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,3,3 - Slightly Positive,2,2 - Moderately Positive,3,3 - Slightly Positive,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,5 - Slightly Negative,,,7 - Not At All Aroused,7 - Very Negative,5,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,5,6 - Moderately Negative,3,3 - Slightly Positive,,,7 - Not At All Aroused,7 - Very Negative,6,6 - Moderately Negative,,,4,4 - Neutral,5,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,2,2 - Moderately Positive,,,5,5 - Slightly Negative,6,4 - Neutral,,,4,4 - Neutral,,,4,4 - Neutral,3,3 - Slightly Positive,3,3 - Slightly Positive,3,3 - Slightly Positive,5,5 - Slightly Negative,,,5,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,2,2 - Moderately Positive,,,2,2 - Moderately Positive,3,4 - Neutral,4,3 - Slightly Positive,7 - Not At All Aroused,7 - Very Negative,Qual1827-0726Age,5b89a0cd-45e7-43de-b4b4-03c1e361c4b6,2904619,,1,
8/31/18 14:05,8/31/18 14:20,IP Address,208.104.80.252,100,872,TRUE,8/31/18 14:20,R_31Tx9lBsIhPEc31,,,,,35.04769897,-80.98519897,anonymous,EN,No,No,31,Female,High School Diploma,White/Caucasian,"less than $10,000",3,4,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,3 - Slightly Positive,7 - Not At All Aroused,3 - Slightly Positive,7 - Not At All Aroused,4 - Neutral,,,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,3 - Slightly Positive,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,4 - Neutral,,,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,3 - Slightly Positive,,,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,6 - Moderately Negative,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,3 - Slightly Positive,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,,,Qual1827-0726Age,5b899f91-3062-4287-84df-60183ccb5015,2904619,,1,
8/31/18 14:02,8/31/18 14:20,IP Address,66.94.66.194,100,1057,TRUE,8/31/18 14:20,R_yKrALXTEOk796lb,,,,,42.89880371,-85.7059021,anonymous,EN,No,No,47,Female,Bachelor's Degree,White/Caucasian,"$50,000-$59,000",4,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,,,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,,,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,1 - Very Aroused,1 - Very Positive,,,1 - Very Aroused,1 - Very Positive,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,1 - Very Aroused,1 - Very Positive,,,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,Qual1827-0726Age,5b899eee-5ebf-4709-97df-b7bce3d0d6f6,2904619,,1,
8/31/18 14:07,8/31/18 14:20,IP Address,216.68.58.108,100,777,TRUE,8/31/18 14:20,R_3hyfiS3RaLAxQOA,,,,,39.01629639,-84.59809875,anonymous,EN,No,No,42,Female,Bachelor's Degree,Asian,"$70,000-$79,999",4,2,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,6,5 - Slightly Negative,5,6 - Moderately Negative,1 - Very Aroused,1 - Very Positive,3,3 - Slightly Positive,2,1 - Very Positive,6,6 - Moderately Negative,6,6 - Moderately Negative,5,6 - Moderately Negative,3,7 - Very Negative,1 - Very Aroused,7 - Very Negative,,,,,3,2 - Moderately Positive,,,5,6 - Moderately Negative,6,5 - Slightly Negative,6,5 - Slightly Negative,2,6 - Moderately Negative,6,5 - Slightly Negative,5,6 - Moderately Negative,,,3,3 - Slightly Positive,,,,,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,4 - Neutral,1 - Very Aroused,7 - Very Negative,5,5 - Slightly Negative,6,5 - Slightly Negative,,,3,3 - Slightly Positive,,,,,6,5 - Slightly Negative,6,5 - Slightly Negative,2,7 - Very Negative,3,7 - Very Negative,6,5 - Slightly Negative,2,1 - Very Positive,7 - Not At All Aroused,1 - Very Positive,2,1 - Very Positive,1 - Very Aroused,7 - Very Negative,6,6 - Moderately Negative,5,6 - Moderately Negative,3,6 - Moderately Negative,6,5 - Slightly Negative,1 - Very Aroused,7 - Very Negative,3,2 - Moderately Positive,3,1 - Very Positive,1 - Very Aroused,1 - Very Positive,5,6 - Moderately Negative,,,5,5 - Slightly Negative,Qual1827-0726Age,5b89a00b-18d7-4251-8458-8d6ffa798794,2904619,,1,
8/31/18 14:05,8/31/18 14:21,IP Address,68.23.221.199,100,937,TRUE,8/31/18 14:21,R_vYWJ4lvT6M8XOF3,,,,,25.73599243,-80.31109619,anonymous,EN,No,No,21,Male,Master's Degree,White/Caucasian,"$90,000-$99,999",4,4,2 - Moderately Positive,3,6 - Moderately Negative,1 - Very Aroused,6 - Moderately Negative,3,6 - Moderately Negative,6,2 - Moderately Positive,,,,,3,5 - Slightly Negative,6,4 - Neutral,2,6 - Moderately Negative,1 - Very Aroused,7 - Very Negative,3,6 - Moderately Negative,2,7 - Very Negative,,,5,3 - Slightly Positive,,,,,5,4 - Neutral,2,6 - Moderately Negative,3,5 - Slightly Negative,3,5 - Slightly Negative,2,6 - Moderately Negative,7 - Not At All Aroused,1 - Very Positive,6,3 - Slightly Positive,6,2 - Moderately Positive,3,4 - Neutral,3,5 - Slightly Negative,3,5 - Slightly Negative,,,3,5 - Slightly Negative,2,6 - Moderately Negative,7 - Not At All Aroused,1 - Very Positive,4,3 - Slightly Positive,6,2 - Moderately Positive,2,6 - Moderately Negative,2,5 - Slightly Negative,,,5,6 - Moderately Negative,4,5 - Slightly Negative,,,7 - Not At All Aroused,2 - Moderately Positive,5,5 - Slightly Negative,,,3,6 - Moderately Negative,3,6 - Moderately Negative,3,5 - Slightly Negative,4,4 - Neutral,3,5 - Slightly Negative,4,5 - Slightly Negative,5,4 - Neutral,6,3 - Slightly Positive,6,2 - Moderately Positive,1 - Very Aroused,7 - Very Negative,5,5 - Slightly Negative,,,Qual1827-0726Age,5b899f93-66a3-40cb-8e63-9156f0369205,2904619,,1,
8/31/18 14:16,8/31/18 14:22,IP Address,23.243.144.68,100,363,TRUE,8/31/18 14:22,R_3gOD8sAdumaBjtR,,,,,33.89370728,-118.2993011,anonymous,EN,No,No,30,Male,Master's Degree,White/Caucasian,"$110,000-$119,999",4,5,4 - Neutral,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,5 - Slightly Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,5 - Slightly Negative,6,6 - Moderately Negative,6,5 - Slightly Negative,,,7 - Not At All Aroused,2 - Moderately Positive,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,2 - Moderately Positive,6,6 - Moderately Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,6 - Moderately Negative,6,5 - Slightly Negative,7 - Not At All Aroused,5 - Slightly Negative,,,7 - Not At All Aroused,3 - Slightly Positive,7 - Not At All Aroused,3 - Slightly Positive,6,6 - Moderately Negative,6,4 - Neutral,5,5 - Slightly Negative,6,5 - Slightly Negative,6,4 - Neutral,6,4 - Neutral,7 - Not At All Aroused,2 - Moderately Positive,,,6,3 - Slightly Positive,6,6 - Moderately Negative,6,5 - Slightly Negative,6,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,,,5,2 - Moderately Positive,7 - Not At All Aroused,3 - Slightly Positive,,,7 - Not At All Aroused,5 - Slightly Negative,6,5 - Slightly Negative,6,5 - Slightly Negative,7 - Not At All Aroused,6 - Moderately Negative,6,4 - Neutral,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,3 - Slightly Positive,,,,,7 - Not At All Aroused,6 - Moderately Negative,,,7 - Not At All Aroused,5 - Slightly Negative,Qual1827-0726Age,5b89a209-e392-4287-ba70-8aae52339ddd,2904619,,1,
8/31/18 14:05,8/31/18 14:22,IP Address,76.180.74.126,100,994,TRUE,8/31/18 14:22,R_3rOla99aPyMZ2tK,,,,,42.92640686,-78.74790192,anonymous,EN,No,No,73,Male,Some College,White/Caucasian,"$70,000-$79,999",Very healthy,4,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,4,3 - Slightly Positive,4,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,6 - Moderately Negative,,,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,4 - Neutral,,,,,7 - Not At All Aroused,4 - Neutral,3,4 - Neutral,3,4 - Neutral,3,4 - Neutral,3,4 - Neutral,3,4 - Neutral,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,6 - Moderately Negative,4,4 - Neutral,,,,,7 - Not At All Aroused,4 - Neutral,Qual1827-0726Age,5b899f9b-a2e9-4210-a96c-5c01edaebec5,2904619,,1,
8/31/18 14:17,8/31/18 14:23,IP Address,75.131.116.106,100,312,TRUE,8/31/18 14:23,R_Cfv1qwer3OEqWMF,,,,,36.50860596,-86.85630035,anonymous,EN,No,No,24,Female,Some College,White/Caucasian,"$50,000-$59,000",3,4,4 - Neutral,3,4 - Neutral,4,5 - Slightly Negative,,,3,4 - Neutral,6,6 - Moderately Negative,4,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,3,4 - Neutral,4,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,,,1 - Very Aroused,4 - Neutral,4,3 - Slightly Positive,4,4 - Neutral,6,5 - Slightly Negative,3,3 - Slightly Positive,3,2 - Moderately Positive,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,3,2 - Moderately Positive,,,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,3,3 - Slightly Positive,4,4 - Neutral,,,4,4 - Neutral,5,3 - Slightly Positive,7 - Not At All Aroused,6 - Moderately Negative,4,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,3,4 - Neutral,,,,,3,4 - Neutral,6,6 - Moderately Negative,,,,,7 - Not At All Aroused,7 - Very Negative,6,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,3,3 - Slightly Positive,3,3 - Slightly Positive,4,4 - Neutral,6,2 - Moderately Positive,3,2 - Moderately Positive,Qual1827-0726Age,5b89a270-ac5e-48b2-9b8f-24bc4db96c8f,2904619,,1,
8/31/18 14:13,8/31/18 14:23,IP Address,173.153.115.40,100,581,TRUE,8/31/18 14:23,R_PwEQUV0nTrksBPP,,,,,38.90420532,-77.03199768,anonymous,EN,No,No,33,Female,Bachelor's Degree,White/Caucasian,"$90,000-$99,999",4,4,2 - Moderately Positive,6,3 - Slightly Positive,3,2 - Moderately Positive,4,3 - Slightly Positive,6,3 - Slightly Positive,3,4 - Neutral,6,3 - Slightly Positive,,,7 - Not At All Aroused,4 - Neutral,6,3 - Slightly Positive,5,5 - Slightly Negative,6,4 - Neutral,2,4 - Neutral,,,2,5 - Slightly Negative,3,6 - Moderately Negative,,,6,1 - Very Positive,,,7 - Not At All Aroused,6 - Moderately Negative,4,3 - Slightly Positive,2,2 - Moderately Positive,,,6,2 - Moderately Positive,6,3 - Slightly Positive,5,2 - Moderately Positive,6,2 - Moderately Positive,,,,,,,1 - Very Aroused,3 - Slightly Positive,1 - Very Aroused,5 - Slightly Negative,6,3 - Slightly Positive,5,2 - Moderately Positive,2,4 - Neutral,,,5,5 - Slightly Negative,4,5 - Slightly Negative,2,5 - Slightly Negative,3,2 - Moderately Positive,,,3,3 - Slightly Positive,6,3 - Slightly Positive,3,2 - Moderately Positive,5,2 - Moderately Positive,2,3 - Slightly Positive,7 - Not At All Aroused,3 - Slightly Positive,6,3 - Slightly Positive,4,4 - Neutral,6,2 - Moderately Positive,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,4 - Neutral,2,1 - Very Positive,6,1 - Very Positive,3,1 - Very Positive,Qual1827-0726Age,5b89a161-3697-492a-932b-0f008a732f12,2904619,,1,
8/31/18 14:12,8/31/18 14:23,IP Address,24.59.254.6,100,671,TRUE,8/31/18 14:23,R_2XpSz2fS7DC3Sm4,,,,,42.40719604,-76.51589966,anonymous,EN,No,No,72,Male,Doctoral Degree,White/Caucasian,"$150,000 or more",2,5,5 - Slightly Negative,5,5 - Slightly Negative,5,6 - Moderately Negative,5,6 - Moderately Negative,5,2 - Moderately Positive,,,5,3 - Slightly Positive,,,5,7 - Very Negative,5,7 - Very Negative,5,7 - Very Negative,,,,,5,3 - Slightly Positive,5,3 - Slightly Positive,5,3 - Slightly Positive,5,6 - Moderately Negative,5,6 - Moderately Negative,6,6 - Moderately Negative,,,5,6 - Moderately Negative,5,5 - Slightly Negative,5,2 - Moderately Positive,5,3 - Slightly Positive,5,2 - Moderately Positive,5,6 - Moderately Negative,5,4 - Neutral,5,6 - Moderately Negative,5,6 - Moderately Negative,5,6 - Moderately Negative,5,6 - Moderately Negative,5,3 - Slightly Positive,6,4 - Neutral,5,2 - Moderately Positive,,,,,,,,,5,5 - Slightly Negative,5,6 - Moderately Negative,5,2 - Moderately Positive,5,2 - Moderately Positive,4,2 - Moderately Positive,5,6 - Moderately Negative,5,7 - Very Negative,5,6 - Moderately Negative,5,6 - Moderately Negative,5,4 - Neutral,5,6 - Moderately Negative,6,4 - Neutral,5,4 - Neutral,5,2 - Moderately Positive,5,6 - Moderately Negative,,,5,6 - Moderately Negative,Qual1827-0726Age,5b89a121-1c90-41ef-9710-f8b6ae920b2c,2904619,,1,
8/31/18 14:16,8/31/18 14:25,IP Address,24.90.210.38,100,519,TRUE,8/31/18 14:25,R_1IopgWexyZ4HeLj,,,,,40.69810486,-73.95709991,anonymous,EN,No,No,29,Male,High School Diploma,Black/African American,"$50,000-$59,000",Very healthy,6,1 - Very Positive,4,4 - Neutral,2,3 - Slightly Positive,,,2,3 - Slightly Positive,7 - Not At All Aroused,1 - Very Positive,2,3 - Slightly Positive,7 - Not At All Aroused,6 - Moderately Negative,,,2,4 - Neutral,3,5 - Slightly Negative,2,7 - Very Negative,6,2 - Moderately Positive,3,4 - Neutral,1 - Very Aroused,2 - Moderately Positive,2,7 - Very Negative,1 - Very Aroused,3 - Slightly Positive,6,2 - Moderately Positive,5,5 - Slightly Negative,6,3 - Slightly Positive,7 - Not At All Aroused,7 - Very Negative,,,2,1 - Very Positive,6,7 - Very Negative,5,3 - Slightly Positive,4,5 - Slightly Negative,5,1 - Very Positive,2,3 - Slightly Positive,4,3 - Slightly Positive,3,4 - Neutral,,,3,3 - Slightly Positive,2,4 - Neutral,7 - Not At All Aroused,3 - Slightly Positive,7 - Not At All Aroused,6 - Moderately Negative,7 - Not At All Aroused,6 - Moderately Negative,2,4 - Neutral,7 - Not At All Aroused,6 - Moderately Negative,6,2 - Moderately Positive,6,7 - Very Negative,3,5 - Slightly Negative,3,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,,,,,2,5 - Slightly Negative,,,4,4 - Neutral,,,,,6,4 - Neutral,3,4 - Neutral,6,5 - Slightly Negative,Qual1827-0726Age,5b89a215-7262-43e0-9192-4e89f41c9383,2904619,,1,
8/31/18 14:15,8/31/18 14:25,IP Address,66.168.17.192,100,588,TRUE,8/31/18 14:25,R_bEiRhWZSI2XxbnX,,,,,44.96170044,-91.44029999,anonymous,EN,No,No,38,Female,High School Diploma,Asian,"$140,000-$149,999",4,3,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,,,4,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,Qual1827-0726Age,5b89a1ec-7f4c-4dc2-9345-fe2560bf25d6,2904619,,1,
8/31/18 14:18,8/31/18 14:26,IP Address,47.32.175.98,100,479,TRUE,8/31/18 14:26,R_2YDpP4QIVQ27gNC,,,,,35.16650391,-120.4375992,anonymous,EN,No,No,70,Female,Some College,White/Caucasian,"$50,000-$59,000",Very healthy,5,2 - Moderately Positive,,,,,5,6 - Moderately Negative,,,4,1 - Very Positive,3,2 - Moderately Positive,3,7 - Very Negative,4,6 - Moderately Negative,,,3,7 - Very Negative,4,7 - Very Negative,2,7 - Very Negative,4,1 - Very Positive,4,2 - Moderately Positive,3,2 - Moderately Positive,5,5 - Slightly Negative,4,4 - Neutral,,,3,7 - Very Negative,4,6 - Moderately Negative,,,3,1 - Very Positive,3,2 - Moderately Positive,4,2 - Moderately Positive,5,5 - Slightly Negative,5,6 - Moderately Negative,,,4,6 - Moderately Negative,5,5 - Slightly Negative,4,7 - Very Negative,3,1 - Very Positive,,,4,1 - Very Positive,,,3,5 - Slightly Negative,3,5 - Slightly Negative,4,6 - Moderately Negative,5,5 - Slightly Negative,7 - Not At All Aroused,6 - Moderately Negative,3,1 - Very Positive,4,1 - Very Positive,3,1 - Very Positive,,,4,6 - Moderately Negative,4,6 - Moderately Negative,4,6 - Moderately Negative,4,5 - Slightly Negative,4,5 - Slightly Negative,4,1 - Very Positive,5,2 - Moderately Positive,4,2 - Moderately Positive,3,7 - Very Negative,4,5 - Slightly Negative,4,5 - Slightly Negative,Qual1827-0726Age,5b89a279-7fab-428a-94c9-3ef4975dc9d8,2904619,,1,
8/31/18 14:14,8/31/18 14:26,IP Address,174.255.197.200,100,681,TRUE,8/31/18 14:26,R_10NorEURblF72Yq,,,,,37.75100708,-97.8219986,anonymous,EN,No,No,40,Male,Master's Degree,White/Caucasian,"$100,000-$109,999",Very healthy,2,2 - Moderately Positive,6,6 - Moderately Negative,5,6 - Moderately Negative,,,1 - Very Aroused,2 - Moderately Positive,3,2 - Moderately Positive,2,1 - Very Positive,6,6 - Moderately Negative,5,6 - Moderately Negative,,,4,4 - Neutral,6,7 - Very Negative,6,6 - Moderately Negative,4,2 - Moderately Positive,2,2 - Moderately Positive,1 - Very Aroused,2 - Moderately Positive,3,4 - Neutral,6,3 - Slightly Positive,7 - Not At All Aroused,5 - Slightly Negative,2,2 - Moderately Positive,6,6 - Moderately Negative,6,5 - Slightly Negative,2,1 - Very Positive,2,1 - Very Positive,2,1 - Very Positive,,,5,4 - Neutral,,,6,6 - Moderately Negative,2,2 - Moderately Positive,4,6 - Moderately Negative,3,2 - Moderately Positive,,,1 - Very Aroused,3 - Slightly Positive,4,3 - Slightly Positive,3,2 - Moderately Positive,6,6 - Moderately Negative,5,5 - Slightly Negative,6,6 - Moderately Negative,,,2,1 - Very Positive,,,3,3 - Slightly Positive,6,5 - Slightly Negative,6,6 - Moderately Negative,6,6 - Moderately Negative,5,4 - Neutral,6,5 - Slightly Negative,5,5 - Slightly Negative,,,1 - Very Aroused,2 - Moderately Positive,1 - Very Aroused,2 - Moderately Positive,6,6 - Moderately Negative,6,6 - Moderately Negative,,,Qual1827-0726Age,5b89a1ba-ac11-4cdd-b5a7-eba9f889b811,2904619,,1,
